location_name,datetimeLocal,unit,no2,o3,pm10,pm25
Sheffield Devonshire Green - UKA00575,2024-06-21T00:15:00Z,µg/m³,23,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:18:00Z,µg/m³,43,14,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:19:00Z,µg/m³,41,16,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:20:00Z,µg/m³,34,22,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:21:00Z,µg/m³,26,32,NA,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:22:00Z,µg/m³,21,38,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:02:00Z,µg/m³,8,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:03:00Z,µg/m³,6,64,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:06:00Z,µg/m³,6,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:09:00Z,µg/m³,9,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:11:00Z,µg/m³,11,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:12:00Z,µg/m³,8,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:13:00Z,µg/m³,7,52,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:17:00Z,µg/m³,5,64,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:18:00Z,µg/m³,6,65,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:19:00Z,µg/m³,6,66,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:20:00Z,µg/m³,5,65,NA,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:22:00Z,µg/m³,5,62,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:00:00Z,µg/m³,5,56,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:01:00Z,µg/m³,6,50,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:03:00Z,µg/m³,5,52,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:05:00Z,µg/m³,4,64,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:08:00Z,µg/m³,2,65,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:09:00Z,µg/m³,3,63,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:11:00Z,µg/m³,4,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:16:00Z,µg/m³,8,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:18:00Z,µg/m³,9,35,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:19:00Z,µg/m³,10,29,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:20:00Z,µg/m³,11,28,NA,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:21:00Z,µg/m³,9,29,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:01:00Z,µg/m³,7,39,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:05:00Z,µg/m³,6,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:06:00Z,µg/m³,6,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:12:00Z,µg/m³,17,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:13:00Z,µg/m³,15,46,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:14:00Z,µg/m³,13,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:15:00Z,µg/m³,13,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:16:00Z,µg/m³,16,45,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:17:00Z,µg/m³,20,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:18:00Z,µg/m³,20,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:19:00Z,µg/m³,18,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:20:00Z,µg/m³,14,47,NA,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:21:00Z,µg/m³,15,44,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:01:00Z,µg/m³,7,55,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:03:00Z,µg/m³,7,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:04:00Z,µg/m³,6,58,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:05:00Z,µg/m³,7,58,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:06:00Z,µg/m³,8,57,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:10:00Z,µg/m³,20,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:11:00Z,µg/m³,20,50,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:13:00Z,µg/m³,16,55,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:14:00Z,µg/m³,16,54,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:15:00Z,µg/m³,16,53,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:16:00Z,µg/m³,16,54,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:18:00Z,µg/m³,21,49,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:19:00Z,µg/m³,22,48,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:20:00Z,µg/m³,22,45,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:22:00Z,µg/m³,13,55,NA,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:23:00Z,µg/m³,11,59,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:00:00Z,µg/m³,11,58,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:06:00Z,µg/m³,5,66,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:10:00Z,µg/m³,29,43,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:11:00Z,µg/m³,39,36,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:14:00Z,µg/m³,33,43,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:17:00Z,µg/m³,29,42,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:22:00Z,µg/m³,21,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:23:00Z,µg/m³,17,45,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:00:00Z,µg/m³,20,41,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:01:00Z,µg/m³,20,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:02:00Z,µg/m³,17,40,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:06:00Z,µg/m³,12,37,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:12:00Z,µg/m³,41,9,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:15:00Z,µg/m³,40,15,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:19:00Z,µg/m³,48,8,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:20:00Z,µg/m³,45,10,NA,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:23:00Z,µg/m³,19,39,NA,NA
Sheffield Devonshire Green - UKA00575,NA,µg/m³,16.39344810295838,49.412098930481285,11.286771340913193,6.987005955603681
